,A,B,CCR_MOS,no_answers,answers
83,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_3_baby_crying_3_snr_25_rms_-22_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_3_baby_crying_3_snr_25_rms_-22_r_meeting.wav ,1.3571428571428572,14,"[2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 0]"
84,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_4_washing_machine_4_snr_-5_rms_-28_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_4_washing_machine_4_snr_-5_rms_-28_r_meeting.wav ,0.16666666666666666,12,"[1, 2, -1, 0, 1, -1, -1, 1, 1, 1, 0, -2]"
85,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_5_doors_opening_4_snr_25_rms_-25_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_5_doors_opening_4_snr_25_rms_-25_r_office.wav ,-0.6666666666666666,12,"[-1, -2, 0, -1, 1, -2, -1, -1, -1, -1, -1, 2]"
86,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_6_plate_noise_1_snr_5_rms_-22_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_6_plate_noise_1_snr_5_rms_-22_r_office.wav ,0.8125,16,"[2, 1, 2, 1, -1, 1, -2, 2, -1, 2, -2, 2, 1, 2, 2, 1]"
87,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_7_water_running_1_snr_5_rms_-24_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_7_water_running_1_snr_5_rms_-24_r_office.wav ,0.23076923076923078,13,"[-1, 1, 1, 1, 1, -1, 1, -1, -1, 0, 1, 1, 0]"
88,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_8_car_horns_5_snr_0_rms_-32_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_8_car_horns_5_snr_0_rms_-32_r_lecture.wav ,0.5,16,"[2, 0, 1, 2, -2, 0, -1, 1, -1, 1, 2, 1, -1, 1, 1, 1]"
89,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_9_fan_2_snr_-5_rms_-25_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_9_fan_2_snr_-5_rms_-25_r_lecture.wav ,-0.13333333333333333,15,"[0, -2, -1, 1, -1, 1, 1, 1, 0, 0, 1, -1, -1, -1, 0]"
90,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_10_door_audio_3_snr_-5_rms_-23_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_10_door_audio_3_snr_-5_rms_-23_r_lecture.wav ,0.9166666666666666,12,"[1, 1, 1, -1, 1, -1, 2, 1, 2, 1, 1, 2]"
91,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_11_baby_crying_2_snr_25_rms_-17.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_11_baby_crying_2_snr_25_rms_-17.wav ,1.1538461538461537,13,"[2, 1, 1, 0, 0, 2, 2, 1, 1, 2, 2, 0, 1]"
92,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_12_packet_of_crisps_opening_5_snr_25_rms_-22.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_12_packet_of_crisps_opening_5_snr_25_rms_-22.wav ,1.3636363636363635,11,"[0, 1, 2, 2, 1, 1, 2, 1, 2, 2, 1]"
93,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_13_air_conditioner_1_snr_15_rms_-34.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_13_air_conditioner_1_snr_15_rms_-34.wav ,0.7692307692307693,13,"[2, 0, 0, 1, 0, 2, 0, 0, 1, 1, 1, 1, 1]"
94,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_14_people_snoring_1_snr_0_rms_-34.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_14_people_snoring_1_snr_0_rms_-34.wav ,1.1111111111111112,9,"[1, 1, 2, 2, -1, 1, 2, 1, 1]"
95,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_15_people_munching_1_snr_25_rms_-30.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_15_people_munching_1_snr_25_rms_-30.wav ,1.5,14,"[2, 2, 1, 2, 2, 1, 1, -1, 2, 2, 1, 2, 2, 2]"
96,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_16_door_audio_5_snr_0_rms_-32.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_16_door_audio_5_snr_0_rms_-32.wav ,1.4375,16,"[2, 1, -1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1]"
97,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_17_people_drinking_5_snr_-5_rms_-32.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_17_people_drinking_5_snr_-5_rms_-32.wav ,0.5833333333333334,12,"[0, 1, 1, 0, 1, 2, 2, -1, -1, -1, 2, 1]"
98,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_18_door_audio_4_snr_5_rms_-20.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_18_door_audio_4_snr_5_rms_-20.wav ,0.6153846153846154,13,"[2, 1, 1, -2, 2, 1, 2, 1, -1, 1, -2, 1, 1]"
99,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_19_people_snoring_4_snr_25_rms_-22.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_19_people_snoring_4_snr_25_rms_-22.wav ,1.5,14,"[2, 2, 2, 1, 2, 2, 2, 2, 1, -2, 2, 1, 2, 2]"
100,/home/jtorres/noisy_enhanced/noisy_speech/female_indian_20_car_horns_5_snr_5_rms_-27.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/female_indian_20_car_horns_5_snr_5_rms_-27.wav ,0.6153846153846154,13,"[1, 2, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]"
101,/home/jtorres/noisy_enhanced/noisy_speech/male_american_1_plate_noise_1_snr_-5_rms_-35_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_1_plate_noise_1_snr_-5_rms_-35_r_meeting.wav ,1.1428571428571428,14,"[2, 1, 2, 2, 1, 2, 2, 1, -2, 1, 2, 1, 1, 0]"
102,/home/jtorres/noisy_enhanced/noisy_speech/male_american_2_dogs_barking_5_snr_-5_rms_-25_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_2_dogs_barking_5_snr_-5_rms_-25_r_meeting.wav ,0.2857142857142857,14,"[1, -1, 0, 0, 0, 1, 0, 0, 1, 1, -1, 0, 2, 0]"
103,/home/jtorres/noisy_enhanced/noisy_speech/male_american_3_plate_noise_5_snr_15_rms_-30_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_3_plate_noise_5_snr_15_rms_-30_r_meeting.wav ,1.2,15,"[1, 1, 2, 1, 2, 2, 1, 2, -1, 2, 1, 1, 0, 1, 2]"
104,/home/jtorres/noisy_enhanced/noisy_speech/male_american_4_fork_and_plate_4_snr_-5_rms_-27_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_4_fork_and_plate_4_snr_-5_rms_-27_r_meeting.wav ,0.6428571428571429,14,"[-1, 1, -1, -1, 2, 2, 1, 0, -1, 1, 2, 1, 2, 1]"
105,/home/jtorres/noisy_enhanced/noisy_speech/male_american_5_doors_opening_5_snr_5_rms_-19_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_5_doors_opening_5_snr_5_rms_-19_r_office.wav ,0.6923076923076923,13,"[1, 0, 2, 0, -1, 1, 1, 1, 1, 0, 0, 1, 2]"
106,/home/jtorres/noisy_enhanced/noisy_speech/male_american_6_fork_and_plate_2_snr_25_rms_-20_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_6_fork_and_plate_2_snr_25_rms_-20_r_office.wav ,0.35714285714285715,14,"[1, 1, 2, 1, -1, -1, 1, 1, -1, 1, -1, -1, 1, 1]"
107,/home/jtorres/noisy_enhanced/noisy_speech/male_american_7_plate_noise_3_snr_25_rms_-24_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_7_plate_noise_3_snr_25_rms_-24_r_office.wav ,0.07142857142857142,14,"[1, 1, -1, -1, -1, 1, -1, 1, 1, 0, 1, 2, -2, -1]"
108,/home/jtorres/noisy_enhanced/noisy_speech/male_american_8_car_horns_1_snr_0_rms_-33_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_8_car_horns_1_snr_0_rms_-33_r_lecture.wav ,-0.08333333333333333,12,"[0, 1, 0, 1, 0, -2, 0, 1, 0, 0, -1, -1]"
109,/home/jtorres/noisy_enhanced/noisy_speech/male_american_9_can_opening_4_snr_25_rms_-22_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_9_can_opening_4_snr_25_rms_-22_r_lecture.wav ,-0.5384615384615384,13,"[-1, -1, -1, -2, 0, -1, -1, -1, -1, 1, 1, 1, -1]"
110,/home/jtorres/noisy_enhanced/noisy_speech/male_american_10_cats_meowing_1_snr_-5_rms_-28_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_10_cats_meowing_1_snr_-5_rms_-28_r_lecture.wav ,0.7692307692307693,13,"[2, 0, 1, 1, 0, 1, 2, 0, 0, 0, 1, 1, 1]"
111,/home/jtorres/noisy_enhanced/noisy_speech/male_american_11_baby_crying_3_snr_5_rms_-24.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_11_baby_crying_3_snr_5_rms_-24.wav ,1.1428571428571428,14,"[1, 1, 1, 1, 2, 1, -1, 2, 2, 2, 1, 1, 1, 1]"
112,/home/jtorres/noisy_enhanced/noisy_speech/male_american_12_people_snoring_1_snr_5_rms_-35.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_12_people_snoring_1_snr_5_rms_-35.wav ,1.6923076923076923,13,"[2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2]"
113,/home/jtorres/noisy_enhanced/noisy_speech/male_american_13_can_opening_3_snr_-5_rms_-31.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_13_can_opening_3_snr_-5_rms_-31.wav ,1.6428571428571428,14,"[2, 2, 0, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 2]"
114,/home/jtorres/noisy_enhanced/noisy_speech/male_american_14_people_munching_5_snr_5_rms_-30.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_14_people_munching_5_snr_5_rms_-30.wav ,1.0833333333333333,12,"[1, 0, 2, -1, 1, 2, 2, 2, 1, -1, 2, 2]"
115,/home/jtorres/noisy_enhanced/noisy_speech/male_american_15_people_snoring_2_snr_-5_rms_-31.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_15_people_snoring_2_snr_-5_rms_-31.wav ,1.2307692307692308,13,"[1, 2, 0, -1, 2, 2, 2, 1, 2, 1, 1, 2, 1]"
116,/home/jtorres/noisy_enhanced/noisy_speech/male_american_16_plate_noise_5_snr_-5_rms_-23.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_16_plate_noise_5_snr_-5_rms_-23.wav ,1.2142857142857142,14,"[2, 1, 1, 1, 2, 2, 0, 2, -1, 2, 2, 1, 1, 1]"
117,/home/jtorres/noisy_enhanced/noisy_speech/male_american_17_baby_crying_1_snr_15_rms_-22.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_17_baby_crying_1_snr_15_rms_-22.wav ,0.9285714285714286,14,"[2, 1, 0, 2, 1, 1, 0, 1, 1, 1, 2, 0, 0, 1]"
118,/home/jtorres/noisy_enhanced/noisy_speech/male_american_18_fan_2_snr_15_rms_-25.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_18_fan_2_snr_15_rms_-25.wav ,0.9230769230769231,13,"[1, 2, 2, 1, -1, 2, -2, 2, 1, 2, -1, 2, 1]"
119,/home/jtorres/noisy_enhanced/noisy_speech/male_american_19_door_audio_2_snr_25_rms_-33.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_19_door_audio_2_snr_25_rms_-33.wav ,0.8125,16,"[0, 1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 2, 0, 0, 1, 1]"
120,/home/jtorres/noisy_enhanced/noisy_speech/male_american_20_construction_noise_2_snr_0_rms_-29.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_american_20_construction_noise_2_snr_0_rms_-29.wav ,0.13333333333333333,15,"[-1, 2, 2, 1, 1, -1, -1, 0, -1, -1, -1, -1, 2, -1, 2]"
121,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_1_doors_opening_1_snr_25_rms_-23_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_1_doors_opening_1_snr_25_rms_-23_r_meeting.wav ,0.5714285714285714,14,"[0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1]"
122,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_2_people_munching_4_snr_5_rms_-25_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_2_people_munching_4_snr_5_rms_-25_r_meeting.wav ,0.7857142857142857,14,"[-1, 2, 0, 1, 1, 1, 1, 1, 1, 1, 2, -1, 1, 1]"
123,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_3_can_opening_3_snr_5_rms_-25_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_3_can_opening_3_snr_5_rms_-25_r_meeting.wav ,0.6666666666666666,12,"[-1, 2, -1, 1, 1, 2, 2, -1, -2, 1, 2, 2]"
124,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_4_doors_opening_3_snr_25_rms_-30_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_4_doors_opening_3_snr_25_rms_-30_r_meeting.wav ,0.3076923076923077,13,"[1, 0, 0, 0, 0, 2, 1, -1, 0, 0, -1, 1, 1]"
125,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_5_doors_opening_3_snr_5_rms_-25_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_5_doors_opening_3_snr_5_rms_-25_r_office.wav ,0.2857142857142857,14,"[2, 1, 1, 0, 0, 1, 1, 1, -1, -1, -1, 1, -1, 0]"
126,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_6_plate_noise_2_snr_5_rms_-29_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_6_plate_noise_2_snr_5_rms_-29_r_office.wav ,1.0,9,"[1, 1, -1, 1, 1, 2, 1, 1, 2]"
127,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_7_car_horns_4_snr_15_rms_-20_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_7_car_horns_4_snr_15_rms_-20_r_office.wav ,0.09090909090909091,11,"[0, 1, 1, 0, -1, -1, 1, -1, 0, 1, 0]"
128,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_8_people_heavy_breathing_1_snr_15_rms_-31_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_8_people_heavy_breathing_1_snr_15_rms_-31_r_lecture.wav ,-0.2222222222222222,9,"[1, 0, 0, -1, 0, -1, 1, -1, -1]"
129,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_9_dogs_barking_5_snr_25_rms_-21_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_9_dogs_barking_5_snr_25_rms_-21_r_lecture.wav ,0.35714285714285715,14,"[1, 1, 1, -1, 1, -1, -1, 1, 2, 1, 1, 2, -2, -1]"
130,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_10_people_snoring_1_snr_25_rms_-22_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_10_people_snoring_1_snr_25_rms_-22_r_lecture.wav ,0.3333333333333333,9,"[1, 1, -1, 2, 0, -1, 1, -1, 1]"
131,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_11_plate_noise_1_snr_5_rms_-31.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_11_plate_noise_1_snr_5_rms_-31.wav ,1.1111111111111112,9,"[1, 2, -1, 1, 2, 1, 1, 1, 2]"
132,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_12_washing_machine_3_snr_5_rms_-32.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_12_washing_machine_3_snr_5_rms_-32.wav ,0.7142857142857143,14,"[0, 1, -1, -1, 1, 2, -2, 1, 2, 1, 1, 2, 2, 1]"
133,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_13_doors_opening_5_snr_25_rms_-33.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_13_doors_opening_5_snr_25_rms_-33.wav ,0.9090909090909091,11,"[1, 0, 1, 2, 1, 2, 1, 0, 0, 2, 0]"
134,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_14_construction_noise_5_snr_-5_rms_-27.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_14_construction_noise_5_snr_-5_rms_-27.wav ,0.35714285714285715,14,"[0, 1, 0, -1, 1, 1, 1, 2, 1, 0, 0, -1, 0, 0]"
135,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_15_fork_and_plate_5_snr_15_rms_-19.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_15_fork_and_plate_5_snr_15_rms_-19.wav ,1.0833333333333333,12,"[1, 1, 1, 1, 1, 2, 1, 2, 0, 0, 1, 2]"
136,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_16_washing_machine_4_snr_25_rms_-25.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_16_washing_machine_4_snr_25_rms_-25.wav ,0.8571428571428571,14,"[1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1]"
137,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_17_dogs_barking_1_snr_25_rms_-30.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_17_dogs_barking_1_snr_25_rms_-30.wav ,0.23076923076923078,13,"[0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
138,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_18_plate_noise_5_snr_25_rms_-22.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_18_plate_noise_5_snr_25_rms_-22.wav ,0.6428571428571429,14,"[1, 0, 1, -1, 1, 0, 1, 0, 1, 2, 1, 1, 1, 0]"
139,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_19_construction_noise_1_snr_25_rms_-26.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_19_construction_noise_1_snr_25_rms_-26.wav ,0.4666666666666667,15,"[1, 0, 0, 0, 0, 1, -1, 1, 2, 0, 1, 1, 0, 1, 0]"
140,/home/jtorres/noisy_enhanced/noisy_speech/male_aussie_20_people_snoring_4_snr_5_rms_-32.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_aussie_20_people_snoring_4_snr_5_rms_-32.wav ,1.625,16,"[2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2]"
141,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_1_construction_noise_1_snr_15_rms_-23_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_1_construction_noise_1_snr_15_rms_-23_r_meeting.wav ,1.1666666666666667,12,"[1, 1, 1, 1, 0, 1, 1, 2, 1, 2, 1, 2]"
142,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_2_water_running_4_snr_5_rms_-35_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_2_water_running_4_snr_5_rms_-35_r_meeting.wav ,0.6,15,"[-1, -1, 0, 1, 1, 1, 0, 1, 2, -1, 1, 2, 1, 2, 0]"
143,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_3_water_raining_3_snr_5_rms_-31_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_3_water_raining_3_snr_5_rms_-31_r_meeting.wav ,0.6666666666666666,12,"[-1, 0, 0, 1, 2, 1, -1, 1, 0, 1, 2, 2]"
144,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_4_water_pouring_2_snr_-5_rms_-23_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_4_water_pouring_2_snr_-5_rms_-23_r_meeting.wav ,0.08333333333333333,12,"[0, 0, 1, -1, 0, -2, 2, 0, 1, -1, 1, 0]"
145,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_5_packet_of_crisps_opening_5_snr_5_rms_-28_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_5_packet_of_crisps_opening_5_snr_5_rms_-28_r_office.wav ,0.75,12,"[1, 2, 1, 1, 1, 2, -1, -1, -1, 1, 1, 2]"
146,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_6_air_conditioner_1_snr_-5_rms_-29_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_6_air_conditioner_1_snr_-5_rms_-29_r_office.wav ,0.3076923076923077,13,"[1, 1, 1, -1, 1, -2, -1, 1, 1, 0, 1, 1, 0]"
147,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_7_door_audio_4_snr_5_rms_-30_r_office.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_7_door_audio_4_snr_5_rms_-30_r_office.wav ,0.46153846153846156,13,"[2, 2, 1, 1, 1, -1, 1, 1, -1, -1, -1, -1, 2]"
148,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_8_water_running_1_snr_-5_rms_-32_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_8_water_running_1_snr_-5_rms_-32_r_lecture.wav ,-0.25,12,"[0, 0, -1, 0, 1, -1, 0, 0, -1, 0, -2, 1]"
149,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_9_doors_opening_4_snr_25_rms_-22_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_9_doors_opening_4_snr_25_rms_-22_r_lecture.wav ,1.2857142857142858,14,"[1, -1, 2, 2, 1, 2, 2, 2, 2, 2, 1, 1, 1, 0]"
150,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_10_dogs_barking_5_snr_-5_rms_-26_r_lecture.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_10_dogs_barking_5_snr_-5_rms_-26_r_lecture.wav ,0.07142857142857142,14,"[2, -1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -2, 0]"
151,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_11_can_opening_4_snr_0_rms_-28.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_11_can_opening_4_snr_0_rms_-28.wav ,1.6428571428571428,14,"[2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2]"
152,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_12_plate_noise_4_snr_5_rms_-33.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_12_plate_noise_4_snr_5_rms_-33.wav ,0.6428571428571429,14,"[1, 2, 2, 1, 1, 1, 1, 1, -1, 1, -1, -1, 0, 1]"
153,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_13_doors_opening_4_snr_5_rms_-27.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_13_doors_opening_4_snr_5_rms_-27.wav ,0.25,12,"[1, 0, 1, -1, 0, 1, 0, -1, 1, -2, 1, 2]"
154,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_14_washing_machine_1_snr_0_rms_-34.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_14_washing_machine_1_snr_0_rms_-34.wav ,0.0,12,"[0, -1, 1, -1, -1, -1, -1, 2, 1, -1, 1, 1]"
155,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_15_water_pouring_4_snr_15_rms_-23.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_15_water_pouring_4_snr_15_rms_-23.wav ,1.6923076923076923,13,"[1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1]"
156,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_16_door_audio_2_snr_0_rms_-28.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_16_door_audio_2_snr_0_rms_-28.wav ,1.4285714285714286,14,"[1, 1, 2, 2, 2, 2, 1, 1, 2, 2, 2, 0, 1, 1]"
157,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_17_car_horns_4_snr_15_rms_-24.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_17_car_horns_4_snr_15_rms_-24.wav ,0.7857142857142857,14,"[1, 2, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, 1]"
158,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_18_water_pouring_4_snr_15_rms_-27.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_18_water_pouring_4_snr_15_rms_-27.wav ,1.2307692307692308,13,"[1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, -1]"
159,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_19_packet_of_crisps_opening_4_snr_-5_rms_-34.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_19_packet_of_crisps_opening_4_snr_-5_rms_-34.wav ,1.1111111111111112,9,"[1, 1, 1, 2, 0, 2, 1, 1, 1]"
160,/home/jtorres/noisy_enhanced/noisy_speech/male_canadian_20_water_pouring_1_snr_15_rms_-24.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_canadian_20_water_pouring_1_snr_15_rms_-24.wav ,1.3846153846153846,13,"[1, 2, 2, 1, 2, 0, 1, 1, 1, 1, 2, 2, 2]"
161,/home/jtorres/noisy_enhanced/noisy_speech/male_english_1_people_munching_2_snr_25_rms_-26_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_1_people_munching_2_snr_25_rms_-26_r_meeting.wav ,1.25,16,"[1, 2, 1, 1, 1, 2, 2, 2, 2, 0, 2, 2, -2, 0, 2, 2]"
162,/home/jtorres/noisy_enhanced/noisy_speech/male_english_2_car_horns_1_snr_0_rms_-20_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_2_car_horns_1_snr_0_rms_-20_r_meeting.wav ,0.42857142857142855,14,"[1, 1, 0, 1, 1, 1, 2, 2, -1, 0, -2, -1, 0, 1]"
163,/home/jtorres/noisy_enhanced/noisy_speech/male_english_3_dogs_barking_3_snr_0_rms_-19_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_3_dogs_barking_3_snr_0_rms_-19_r_meeting.wav ,0.4166666666666667,12,"[0, -1, 2, 0, 0, -2, 2, 2, 0, 1, 1, 0]"
164,/home/jtorres/noisy_enhanced/noisy_speech/male_english_4_chairs_creaking_2_snr_0_rms_-33_r_meeting.wav ,/home/jtorres/noisy_enhanced/enhanced_speech/male_english_4_chairs_creaking_2_snr_0_rms_-33_r_meeting.wav ,0.9090909090909091,11,"[1, 0, 2, 2, 0, 0, 2, 0, 0, 1, 2]"
